First Team,First Week,Second Team,Second Week,Score
Sully Station,Week4,Commonwealth,Week1,219.0 Sully Station - 201.0 Commonwealth
Springfield,Week2,Mount Vernon Park,Week1,317.0 Mount Vernon Park - 46.0 Springfield
Springfield,Week2,Sleepy Hollow B & R,Week5,330.0 Sleepy Hollow B & R - 34.0 Springfield
Sully Station,Week3,Commonwealth,Week5,238.0 Commonwealth - 181.0 Sully Station
Springfield,Week2,Sleepy Hollow Rec,Week4,297.0 Sleepy Hollow Rec - 66.0 Springfield
Stratford,Week5,Fox Mill Estates,Week1,296.0 Stratford - 96.0 Fox Mill Estates
Stratford,Week4,Donaldson Run,Week1,299.0 Donaldson Run - 121.0 Stratford
Stratford,Week3,Wakefield Chapel,Week2,316.0 Wakefield Chapel - 104.0 Stratford
Springfield,Week2,Parklawn,Week4,326.0 Parklawn - 38.0 Springfield
Stratford,Week2,Lakeview,Week4,270.0 Lakeview - 150.0 Stratford
Stratford,Week2,Dowden Terrace,Week1,226.0 Dowden Terrace - 185.0 Stratford
Sully Station,Week4,Commonwealth,Week5,219.0 Commonwealth - 201.0 Sully Station
Stratford,Week1,Fox Mill Woods,Week2,288.0 Stratford - 131.0 Fox Mill Woods
Stratford,Week2,McLean,Week5,323.0 McLean - 97.0 Stratford
Stratford,Week4,Lakeview,Week1,258.0 Lakeview - 162.0 Stratford
Stratford,Week2,Mantua,Week5,286.0 Mantua - 134.0 Stratford
Stratford,Week3,Wakefield Chapel,Week3,336.0 Wakefield Chapel - 84.0 Stratford
Stratford,Week2,Mantua,Week4,284.0 Mantua - 136.0 Stratford
Springfield,Week1,Mount Vernon Park,Week4,343.0 Mount Vernon Park - 16.0 Springfield
Stratford,Week1,Wakefield Chapel,Week5,326.5 Wakefield Chapel - 93.5 Stratford
Stratford,Week2,Fox Mill Woods,Week5,267.0 Stratford - 153.0 Fox Mill Woods
Springfield,Week2,Newington Forest,Week4,253.0 Newington Forest - 106.0 Springfield
Stratford,Week4,Lakeview,Week2,259.0 Lakeview - 161.0 Stratford
Stratford,Week2,Dowden Terrace,Week2,249.0 Dowden Terrace - 171.0 Stratford
Sully Station,Week1,Cottontail,Week1,229.0 Cottontail - 191.0 Sully Station
Stratford,Week3,Wakefield Chapel,Week5,325.0 Wakefield Chapel - 95.0 Stratford
Springfield,Week1,Newington Forest,Week4,263.0 Newington Forest - 93.0 Springfield
Springfield,Week2,Sleepy Hollow Rec,Week3,284.0 Sleepy Hollow Rec - 76.0 Springfield
Stratford,Week2,Mantua,Week3,278.0 Mantua - 142.0 Stratford
Springfield,Week4,Overlee,Week2,372.0 Overlee - 16.0 Springfield
Stratford,Week4,Mantua,Week3,267.0 Mantua - 153.0 Stratford
Springfield,Week4,Sleepy Hollow B & R,Week4,309.0 Sleepy Hollow B & R - 79.0 Springfield
Stratford,Week5,Fox Mill Estates,Week4,300.0 Stratford - 107.0 Fox Mill Estates
Sully Station,Week1,Cottontail,Week2,229.0 Cottontail - 190.0 Sully Station
Stratford,Week3,Wakefield Chapel,Week4,343.0 Wakefield Chapel - 77.0 Stratford
Stratford,Week4,Fox Mill Estates,Week4,295.0 Stratford - 121.0 Fox Mill Estates
Stratford,Week2,Dowden Terrace,Week5,271.0 Dowden Terrace - 149.0 Stratford
Springfield,Week5,Sleepy Hollow B & R,Week4,308.0 Sleepy Hollow B & R - 70.0 Springfield
Stratford,Week1,Lakeview,Week5,256.0 Lakeview - 164.0 Stratford
Stratford,Week2,Wakefield Chapel,Week4,354.0 Wakefield Chapel - 66.0 Stratford
Sully Station,Week1,Cottontail,Week4,252.0 Cottontail - 167.0 Sully Station
Stratford,Week3,Lakeview,Week3,239.0 Lakeview - 163.0 Stratford
Springfield,Week2,Newington Forest,Week5,273.0 Newington Forest - 91.0 Springfield
Stratford,Week2,McLean,Week2,292.0 McLean - 128.0 Stratford
Sully Station,Week2,Cottontail,Week1,227.0 Cottontail - 193.0 Sully Station
Stratford,Week4,Lakevale Estates,Week3,223.0 Stratford - 197.0 Lakevale Estates
Stratford,Week1,McLean,Week5,317.0 McLean - 103.0 Stratford
Stratford,Week3,Donaldson Run,Week4,320.5 Donaldson Run - 99.5 Stratford
Stratford,Week4,Wakefield Chapel,Week1,322.5 Wakefield Chapel - 97.5 Stratford
Stratford,Week4,Fox Mill Estates,Week2,309.0 Stratford - 110.0 Fox Mill Estates
Stratford,Week2,Walden Glen,Week4,278.0 Stratford - 142.0 Walden Glen
Stratford,Week4,Fox Mill Estates,Week5,303.0 Stratford - 113.0 Fox Mill Estates
Stratford,Week1,McLean,Week3,302.0 McLean - 118.0 Stratford
Springfield,Week5,Sleepy Hollow B & R,Week3,324.0 Sleepy Hollow B & R - 55.0 Springfield
Springfield,Week5,Overlee,Week5,367.0 Overlee - 12.0 Springfield
Stratford,Week5,Donaldson Run,Week2,268.0 Donaldson Run - 143.0 Stratford
Stratford,Week4,Lakevale Estates,Week1,221.0 Stratford - 199.0 Lakevale Estates
Springfield,Week5,Mount Vernon Park,Week3,322.0 Mount Vernon Park - 57.0 Springfield
Sully Station,Week2,Cottontail,Week2,220.5 Cottontail - 199.5 Sully Station
Stratford,Week5,Mantua,Week3,244.0 Mantua - 167.0 Stratford
Stratford,Week4,Lakevale Estates,Week2,213.0 Lakevale Estates - 207.0 Stratford
Springfield,Week4,Parklawn,Week1,327.0 Parklawn - 61.0 Springfield
Stratford,Week1,Dowden Terrace,Week1,228.5 Dowden Terrace - 182.5 Stratford
Springfield,Week5,Overlee,Week3,360.0 Overlee - 19.0 Springfield
Sully Station,Week1,Cottontail,Week5,249.0 Cottontail - 171.0 Sully Station
Stratford,Week1,Walden Glen,Week4,260.0 Stratford - 159.0 Walden Glen
Springfield,Week2,Mount Vernon Park,Week5,313.0 Mount Vernon Park - 51.0 Springfield
Springfield,Week2,Mount Vernon Park,Week4,332.0 Mount Vernon Park - 32.0 Springfield
Stratford,Week4,Fox Mill Estates,Week3,317.0 Stratford - 88.0 Fox Mill Estates
Stratford,Week5,Lakevale Estates,Week1,238.0 Stratford - 173.0 Lakevale Estates
Springfield,Week2,Sleepy Hollow Rec,Week2,320.5 Sleepy Hollow Rec - 42.5 Springfield
Stratford,Week4,Walden Glen,Week3,295.0 Stratford - 124.0 Walden Glen
Stratford,Week5,Fox Mill Estates,Week3,311.0 Stratford - 85.0 Fox Mill Estates
Springfield,Week5,Sleepy Hollow B & R,Week2,325.0 Sleepy Hollow B & R - 53.0 Springfield
Stratford,Week2,Mantua,Week2,273.5 Mantua - 146.5 Stratford
Stratford,Week3,Donaldson Run,Week2,304.0 Donaldson Run - 116.0 Stratford
Sully Station,Week5,Commonwealth,Week3,217.0 Sully Station - 203.0 Commonwealth
Stratford,Week1,Lakeview,Week3,241.5 Lakeview - 160.5 Stratford
Stratford,Week1,Dowden Terrace,Week4,238.0 Dowden Terrace - 182.0 Stratford
Sully Station,Week3,Cottontail,Week1,230.0 Cottontail - 190.0 Sully Station
Stratford,Week5,Wakefield Chapel,Week5,314.0 Wakefield Chapel - 97.0 Stratford
Springfield,Week4,Overlee,Week3,368.0 Overlee - 20.0 Springfield
Stratford,Week2,Fox Mill Woods,Week1,285.0 Stratford - 135.0 Fox Mill Woods
Stratford,Week1,McLean,Week1,262.0 McLean - 158.0 Stratford
Springfield,Week2,Parklawn,Week1,319.0 Parklawn - 45.0 Springfield
Stratford,Week2,Dowden Terrace,Week4,246.0 Dowden Terrace - 174.0 Stratford
Stratford,Week5,Mantua,Week5,267.0 Mantua - 144.0 Stratford
Stratford,Week1,Fox Mill Woods,Week1,286.0 Stratford - 133.0 Fox Mill Woods
Springfield,Week5,Overlee,Week2,368.0 Overlee - 11.0 Springfield
Sully Station,Week5,Commonwealth,Week1,228.0 Sully Station - 192.0 Commonwealth
Springfield,Week4,Mount Vernon Park,Week2,317.0 Mount Vernon Park - 71.0 Springfield
Stratford,Week3,Fox Mill Estates,Week5,282.0 Stratford - 136.0 Fox Mill Estates
Springfield,Week4,Sleepy Hollow Rec,Week2,328.0 Sleepy Hollow Rec - 60.0 Springfield
Stratford,Week4,Wakefield Chapel,Week2,317.0 Wakefield Chapel - 103.0 Stratford
Springfield,Week4,Mount Vernon Park,Week3,332.0 Mount Vernon Park - 56.0 Springfield
Stratford,Week2,Lakeview,Week1,265.0 Lakeview - 155.0 Stratford
Sully Station,Week2,Cottontail,Week5,259.0 Cottontail - 161.0 Sully Station
Stratford,Week1,Walden Glen,Week3,282.0 Stratford - 137.0 Walden Glen
Springfield,Week4,Mount Vernon Park,Week1,322.0 Mount Vernon Park - 66.0 Springfield
Stratford,Week4,Donaldson Run,Week4,313.0 Donaldson Run - 107.0 Stratford
Stratford,Week3,Mantua,Week2,268.0 Mantua - 152.0 Stratford
Stratford,Week4,Lakeview,Week5,258.0 Lakeview - 162.0 Stratford
Stratford,Week5,Lakeview,Week1,237.0 Lakeview - 174.0 Stratford
Springfield,Week1,Parklawn,Week5,343.0 Parklawn - 17.0 Springfield
Stratford,Week2,Donaldson Run,Week4,317.0 Donaldson Run - 103.0 Stratford
Stratford,Week5,Donaldson Run,Week3,269.5 Donaldson Run - 141.5 Stratford
Sully Station,Week5,Commonwealth,Week2,215.0 Commonwealth - 205.0 Sully Station
Stratford,Week2,Fox Mill Woods,Week4,265.0 Stratford - 154.0 Fox Mill Woods
Stratford,Week3,Mantua,Week3,276.0 Mantua - 144.0 Stratford
Springfield,Week4,Sleepy Hollow B & R,Week2,316.0 Sleepy Hollow B & R - 71.0 Springfield
Springfield,Week5,Sleepy Hollow B & R,Week1,313.0 Sleepy Hollow B & R - 66.0 Springfield
Stratford,Week4,Lakeview,Week4,260.0 Lakeview - 160.0 Stratford
Stratford,Week5,Wakefield Chapel,Week1,295.0 Wakefield Chapel - 116.0 Stratford
Stratford,Week4,Mantua,Week4,264.0 Mantua - 156.0 Stratford
Springfield,Week1,Sleepy Hollow Rec,Week3,286.0 Sleepy Hollow Rec - 65.0 Springfield
Stratford,Week1,McLean,Week4,289.5 McLean - 130.5 Stratford
Sully Station,Week2,Cottontail,Week4,254.0 Cottontail - 166.0 Sully Station
Springfield,Week5,Overlee,Week1,357.0 Overlee - 22.0 Springfield
Springfield,Week5,Sleepy Hollow B & R,Week5,330.0 Sleepy Hollow B & R - 49.0 Springfield
Stratford,Week5,Lakeview,Week2,242.0 Lakeview - 169.0 Stratford
Stratford,Week3,Fox Mill Woods,Week2,278.0 Stratford - 141.0 Fox Mill Woods
Stratford,Week4,Wakefield Chapel,Week4,340.0 Wakefield Chapel - 80.0 Stratford
Sully Station,Week3,Cottontail,Week2,217.0 Cottontail - 203.0 Sully Station
Stratford,Week2,Dunn Loring,Week3,227.0 Dunn Loring - 192.0 Stratford
Stratford,Week1,McLean,Week2,291.0 McLean - 129.0 Stratford
Stratford,Week1,Dowden Terrace,Week5,269.0 Dowden Terrace - 151.0 Stratford
Sully Station,Week1,Cottontail,Week3,247.0 Cottontail - 173.0 Sully Station
Springfield,Week4,Mount Vernon Park,Week4,336.0 Mount Vernon Park - 52.0 Springfield
Stratford,Week1,Langley,Week1,280.0 Langley - 140.0 Stratford
Stratford,Week2,Walden Glen,Week1,296.0 Stratford - 123.0 Walden Glen
Springfield,Week4,Mount Vernon Park,Week5,327.0 Mount Vernon Park - 61.0 Springfield
Stratford,Week2,Great Falls,Week5,206.5 Stratford - 204.5 Great Falls
Springfield,Week4,Parklawn,Week2,343.0 Parklawn - 45.0 Springfield
Springfield,Week1,Sleepy Hollow Rec,Week5,326.0 Sleepy Hollow Rec - 32.0 Springfield
Stratford,Week5,Wakefield Chapel,Week2,288.5 Wakefield Chapel - 122.5 Stratford
Stratford,Week1,Fox Mill Woods,Week4,255.0 Stratford - 164.0 Fox Mill Woods
Stratford,Week3,Dunn Loring,Week3,244.0 Dunn Loring - 175.0 Stratford
Springfield,Week1,Parklawn,Week2,337.0 Parklawn - 23.0 Springfield
Springfield,Week5,Mount Vernon Park,Week5,322.0 Mount Vernon Park - 57.0 Springfield
Springfield,Week4,Overlee,Week1,362.0 Overlee - 21.0 Springfield
Sully Station,Week2,Cottontail,Week3,260.0 Cottontail - 160.0 Sully Station
Stratford,Week2,Walden Glen,Week5,265.0 Stratford - 154.0 Walden Glen
Stratford,Week5,Lakeview,Week4,246.5 Lakeview - 164.5 Stratford
Stratford,Week1,Langley,Week3,295.0 Langley - 125.0 Stratford
Stratford,Week3,Walden Glen,Week1,287.0 Stratford - 132.0 Walden Glen
Stratford,Week2,Fox Mill Woods,Week2,280.0 Stratford - 139.0 Fox Mill Woods
Stratford,Week2,McLean,Week1,273.0 McLean - 147.0 Stratford
Stratford,Week3,Dunn Loring,Week5,245.0 Dunn Loring - 165.0 Stratford
Springfield,Week1,Newington Forest,Week1,256.0 Newington Forest - 100.0 Springfield
Springfield,Week5,Mount Vernon Park,Week1,323.0 Mount Vernon Park - 56.0 Springfield
Sully Station,Week3,Cottontail,Week3,238.0 Cottontail - 182.0 Sully Station
Stratford,Week2,McLean,Week3,312.0 McLean - 108.0 Stratford
Stratford,Week1,Fox Mill Woods,Week5,265.5 Stratford - 154.5 Fox Mill Woods
Springfield,Week2,Parklawn,Week2,329.0 Parklawn - 35.0 Springfield
Stratford,Week2,Langley,Week1,288.0 Langley - 132.0 Stratford
Stratford,Week1,Dunn Loring,Week2,228.0 Dunn Loring - 191.0 Stratford
Stratford,Week3,Walden Glen,Week2,284.0 Stratford - 135.0 Walden Glen
Stratford,Week2,Dunn Loring,Week4,250.0 Dunn Loring - 165.0 Stratford
Stratford,Week1,Langley,Week4,313.0 Langley - 107.0 Stratford
Sully Station,Week5,Commonwealth,Week5,217.0 Commonwealth - 202.0 Sully Station
Springfield,Week2,Parklawn,Week5,338.0 Parklawn - 26.0 Springfield
Stratford,Week5,Wakefield Chapel,Week4,322.0 Wakefield Chapel - 89.0 Stratford
Stratford,Week1,Langley,Week5,311.0 Langley - 109.0 Stratford
Stratford,Week4,Dowden Terrace,Week4,251.0 Dowden Terrace - 168.0 Stratford
Springfield,Week1,Sleepy Hollow Rec,Week1,318.0 Sleepy Hollow Rec - 40.0 Springfield
Stratford,Week5,Mantua,Week2,249.0 Mantua - 162.0 Stratford
Springfield,Week4,Sleepy Hollow B & R,Week1,314.0 Sleepy Hollow B & R - 74.0 Springfield
Stratford,Week2,McLean,Week4,298.0 McLean - 122.0 Stratford
Springfield,Week1,Newington Forest,Week2,254.0 Newington Forest - 101.0 Springfield
Sully Station,Week4,Commonwealth,Week3,211.0 Sully Station - 209.0 Commonwealth
Stratford,Week4,Dowden Terrace,Week5,264.0 Dowden Terrace - 156.0 Stratford
Stratford,Week4,Wakefield Chapel,Week5,328.0 Wakefield Chapel - 92.0 Stratford
Stratford,Week3,Dowden Terrace,Week5,275.0 Dowden Terrace - 145.0 Stratford
Stratford,Week3,Mantua,Week4,271.0 Mantua - 149.0 Stratford
Springfield,Week2,Sleepy Hollow Rec,Week1,315.0 Sleepy Hollow Rec - 47.0 Springfield
Springfield,Week1,Newington Forest,Week5,279.0 Newington Forest - 81.0 Springfield
Sully Station,Week5,Commonwealth,Week4,228.0 Commonwealth - 192.0 Sully Station
Stratford,Week2,Langley,Week4,304.0 Langley - 116.0 Stratford
Stratford,Week3,Walden Glen,Week4,263.0 Stratford - 157.0 Walden Glen
Sully Station,Week4,Commonwealth,Week4,243.0 Commonwealth - 177.0 Sully Station
Stratford,Week2,Langley,Week3,288.0 Langley - 132.0 Stratford
Stratford,Week3,Mantua,Week1,256.5 Mantua - 161.5 Stratford
Stratford,Week5,Fox Mill Estates,Week2,308.0 Stratford - 102.0 Fox Mill Estates
Springfield,Week1,Newington Forest,Week3,260.0 Newington Forest - 96.0 Springfield
Stratford,Week3,Mantua,Week5,280.0 Mantua - 140.0 Stratford
Stratford,Week3,Fox Mill Woods,Week1,285.0 Stratford - 135.0 Fox Mill Woods
Stratford,Week4,Mantua,Week5,276.0 Mantua - 144.0 Stratford
Springfield,Week4,Sleepy Hollow B & R,Week5,328.0 Sleepy Hollow B & R - 60.0 Springfield
Stratford,Week1,Langley,Week2,273.0 Langley - 147.0 Stratford
Springfield,Week1,Parliament,Week1,306.0 Parliament - 53.0 Springfield
Stratford,Week3,Fox Mill Woods,Week5,250.0 Stratford - 170.0 Fox Mill Woods
Stratford,Week4,Walden Glen,Week1,283.0 Stratford - 137.0 Walden Glen
Stratford,Week4,Mantua,Week2,259.0 Mantua - 161.0 Stratford
Stratford,Week4,Dowden Terrace,Week1,219.0 Dowden Terrace - 192.0 Stratford
Springfield,Week2,Newington Forest,Week1,260.0 Newington Forest - 103.0 Springfield
Stratford,Week5,Lakeview,Week3,225.0 Lakeview - 168.0 Stratford
Springfield,Week2,Mount Vernon Park,Week3,318.0 Mount Vernon Park - 46.0 Springfield
Stratford,Week3,Walden Glen,Week5,254.0 Stratford - 165.0 Walden Glen
Stratford,Week4,Fox Mill Woods,Week5,254.0 Stratford - 166.0 Fox Mill Woods
Sully Station,Week4,Country Club Hills,Week1,247.0 Sully Station - 173.0 Country Club Hills
Springfield,Week4,Holmes Run Acres,Week4,302.0 Holmes Run Acres - 86.0 Springfield
Springfield,Week4,Parklawn,Week4,334.0 Parklawn - 54.0 Springfield
Stratford,Week4,Wakefield Chapel,Week3,340.0 Wakefield Chapel - 80.0 Stratford
Sully Station,Week2,Country Club Hills,Week5,223.0 Country Club Hills - 197.0 Sully Station
Springfield,Week4,Sleepy Hollow B & R,Week3,318.0 Sleepy Hollow B & R - 70.0 Springfield
Sully Station,Week4,Cottontail,Week4,248.0 Cottontail - 172.0 Sully Station
Stratford,Week3,Dowden Terrace,Week2,242.0 Dowden Terrace - 178.0 Stratford
Stratford,Week5,Fox Mill Woods,Week2,269.0 Stratford - 142.0 Fox Mill Woods
Springfield,Week5,Parliament,Week1,297.5 Parliament - 81.5 Springfield
Springfield,Week5,Hollin Meadows,Week5,309.0 Hollin Meadows - 69.0 Springfield
Stratford,Week2,Langley,Week5,314.0 Langley - 106.0 Stratford
Stratford,Week4,Fox Mill Woods,Week1,287.0 Stratford - 133.0 Fox Mill Woods
Springfield,Week2,Parliament,Week5,295.0 Parliament - 69.0 Springfield
Stratford,Week5,Dowden Terrace,Week5,243.0 Dowden Terrace - 168.0 Stratford
Stratford,Week1,Walden Glen,Week1,295.0 Stratford - 123.0 Walden Glen
Springfield,Week2,Newington Forest,Week3,259.0 Newington Forest - 104.0 Springfield
Sully Station,Week4,Country Club Hills,Week3,221.0 Sully Station - 194.0 Country Club Hills
Springfield,Week2,Holmes Run Acres,Week5,284.0 Holmes Run Acres - 76.0 Springfield
Springfield,Week1,Sleepy Hollow Rec,Week4,315.0 Sleepy Hollow Rec - 45.0 Springfield
Springfield,Week2,Holmes Run Acres,Week4,285.0 Holmes Run Acres - 79.0 Springfield
Stratford,Week1,Dunn Loring,Week1,236.0 Dunn Loring - 182.0 Stratford
Stratford,Week1,Mosby Woods,Week5,235.0 Mosby Woods - 184.0 Stratford
Stratford,Week2,Langley,Week2,286.0 Langley - 134.0 Stratford
Stratford,Week2,Dunn Loring,Week2,219.0 Dunn Loring - 201.0 Stratford
Stratford,Week1,Walden Glen,Week5,260.0 Stratford - 159.0 Walden Glen
Stratford,Week5,Mantua,Week4,254.0 Mantua - 157.0 Stratford
Springfield,Week2,Newington Forest,Week2,247.0 Newington Forest - 113.0 Springfield
Springfield,Week1,Parliament,Week3,296.0 Parliament - 63.0 Springfield
Sully Station,Week5,Cottontail,Week2,224.0 Sully Station - 196.0 Cottontail
Springfield,Week2,Sleepy Hollow Rec,Week5,317.0 Sleepy Hollow Rec - 44.0 Springfield
Sully Station,Week5,Cottontail,Week5,233.0 Cottontail - 187.0 Sully Station
Stratford,Week3,Waynewood,Week4,259.0 Waynewood - 161.0 Stratford
Stratford,Week3,Dunn Loring,Week1,238.0 Dunn Loring - 181.0 Stratford
Springfield,Week1,Hunt Valley,Week1,338.0 Hunt Valley - 22.0 Springfield
Stratford,Week5,Fox Mill Woods,Week5,254.0 Stratford - 156.0 Fox Mill Woods
Stratford,Week2,Walden Glen,Week3,295.5 Stratford - 124.5 Walden Glen
Stratford,Week3,Langley,Week2,286.0 Langley - 134.0 Stratford
Stratford,Week3,Langley,Week1,288.0 Langley - 132.0 Stratford
Springfield,Week5,Mount Vernon Park,Week4,337.0 Mount Vernon Park - 42.0 Springfield
Stratford,Week4,McLean,Week1,250.0 McLean - 170.0 Stratford
Springfield,Week5,Parliament,Week3,282.0 Parliament - 97.0 Springfield
Stratford,Week5,Fox Mill Woods,Week1,276.0 Stratford - 135.0 Fox Mill Woods
Sully Station,Week4,Cottontail,Week3,224.0 Cottontail - 196.0 Sully Station
Stratford,Week3,Dunn Loring,Week2,235.0 Dunn Loring - 185.0 Stratford
Springfield,Week1,Sleepy Hollow Rec,Week2,323.0 Sleepy Hollow Rec - 35.0 Springfield
Springfield,Week5,Mount Vernon Park,Week2,312.0 Mount Vernon Park - 67.0 Springfield
Stratford,Week3,Langley,Week3,305.0 Langley - 115.0 Stratford
Sully Station,Week2,Country Club Hills,Week2,237.0 Sully Station - 183.0 Country Club Hills
Stratford,Week3,Mosby Woods,Week5,231.0 Mosby Woods - 189.0 Stratford
Springfield,Week1,Pinecrest,Week1,316.0 Pinecrest - 40.0 Springfield
Stratford,Week1,Great Falls,Week1,217.5 Stratford - 202.5 Great Falls
Sully Station,Week5,Cottontail,Week1,230.5 Sully Station - 189.5 Cottontail
Springfield,Week1,Holmes Run Acres,Week4,312.0 Holmes Run Acres - 48.0 Springfield
Stratford,Week3,McLean,Week2,285.0 McLean - 135.0 Stratford
Stratford,Week3,Walden Glen,Week3,283.0 Stratford - 137.0 Walden Glen
Stratford,Week1,Great Falls,Week4,224.0 Great Falls - 196.0 Stratford
Springfield,Week2,McLean,Week1,334.0 McLean - 30.0 Springfield
Springfield,Week1,McLean,Week4,340.0 McLean - 20.0 Springfield
Stratford,Week5,Wakefield Chapel,Week3,319.0 Wakefield Chapel - 92.0 Stratford
Springfield,Week5,Parliament,Week5,281.0 Parliament - 97.0 Springfield
Stratford,Week5,Lakeview,Week5,240.0 Lakeview - 171.0 Stratford
Stratford,Week4,McLean,Week3,297.5 McLean - 122.5 Stratford
Stratford,Week1,Dunn Loring,Week4,247.0 Dunn Loring - 168.0 Stratford
Sully Station,Week2,Country Club Hills,Week3,219.0 Sully Station - 201.0 Country Club Hills
Stratford,Week4,Fox Mill Woods,Week4,242.0 Stratford - 178.0 Fox Mill Woods
Springfield,Week4,Hollin Meadows,Week5,309.0 Hollin Meadows - 78.0 Springfield
Stratford,Week1,Walden Glen,Week2,287.0 Stratford - 129.0 Walden Glen
Stratford,Week1,Great Falls,Week5,206.0 Stratford - 204.0 Great Falls
Springfield,Week4,Sleepy Hollow Rec,Week1,319.0 Sleepy Hollow Rec - 68.0 Springfield
Stratford,Week5,McLean,Week3,290.0 McLean - 121.0 Stratford
Stratford,Week5,Dowden Terrace,Week1,208.0 Dowden Terrace - 192.0 Stratford
Springfield,Week1,McLean,Week1,337.0 McLean - 22.0 Springfield
Springfield,Week4,Holmes Run Acres,Week2,286.0 Holmes Run Acres - 97.0 Springfield
Springfield,Week2,Parliament,Week1,295.0 Parliament - 69.0 Springfield
Stratford,Week2,Walden Glen,Week2,293.0 Stratford - 126.0 Walden Glen
Sully Station,Week3,Cottontail,Week4,257.5 Cottontail - 162.5 Sully Station
Springfield,Week2,Mantua,Week5,331.0 Mantua - 33.0 Springfield
Springfield,Week4,Sleepy Hollow Rec,Week3,303.0 Sleepy Hollow Rec - 80.0 Springfield
Springfield,Week1,Parliament,Week2,289.0 Parliament - 71.0 Springfield
Sully Station,Week4,Cottontail,Week1,225.0 Cottontail - 195.0 Sully Station
